Sample ID	Gene Name	Entrez ID	Start Position	End Position
P09611234A0098	PLZF	7704	73	77
P09611234A0098	SMRT	9612	134	138
P09611234A0098	N-CoR	9611	124	129
P09613574A0905	MGMT	4255	142	146
P09614065A0966	AP-1	3726	143	147
P09614106T0000	Col2a1	1280	78	84
P09618150A0127	UCP1	7350	190	194
P09618150A0127	UCP1	7350	146	150
P09618150A0127	IGF-I	3479	60	65
P09618150A0127	insulin	3630	70	77
P09618150A0127	insulin-like growth factor I	3479	30	58
P09618150A1464	insulin	3630	12	19
P09618150A1464	AP-1	3726	28	32
P09618150A1464	MEK-1	5604	110	115
P09618475A0747	Nrd1	4898	110	114
P09618481T0000	Sp1	6667	98	101
P09618481T0000	Cip1	1026	32	36
P09618481T0000	WAF1	1026	27	31
P09618481T0000	p21	1026	23	26
P09619631A0344	p120 Ras-GAP	5921	125	137
P09620873A1710	PKC	5580	155	158
P09620873A1710	PKC-delta	5580	100	109
P09620873A1710	HSP-27	3315	44	50
P09621372A0369	CRP	1401	73	76
P09622055A0207	Sli-1	180419	102	107
P09622055A0207	D-Cbl	38961	132	137
P09622121A0525	PTB	5725	4	7
P09622121A0525	PTB	5725	102	105
P09622121A0525	PTB	5725	50	53
P09622121T0000	polypyrimidine tract binding protein	5725	28	64
P09622121T0000	PTB	5725	66	69
P09625762A0426	p300	2033	70	74
P09626662A1076	RIP140	8204	56	62
P09626662A1076	RXR	6256	129	132
P09626662A1076	RXR	6256	70	73
P09629449A0540	PMN elastase	1991	105	117
P09632637A0361	IGFIIR	25151	102	108
P09632637A0361	IGFIIR	25151	65	71
P09632637A0361	CCl4	116637	203	207
P09632709A0464	BX42	31840	89	93
P09632734A0943	p126	6764	58	62
P09632734A0943	p70	84959	64	67
P09632734A0943	ERK2	5594	39	43
P09632734A0943	p82	8852	7	10
P09632785A0000	snRNP	57819	79	84
P09633171A0321	tap	286837	88	91
P09636670T0000	p18	1031	74	77
P09636708A0460	FtsH	10730	47	51
P09638650A0169	ORF3	136991	235	239
P09638650A0169	ORF4	83992	269	273
P09638650A0169	ORF1	55354	167	171
P09639074A0707	Sp3	6670	11	14
P09639074A0707	NF-kappaB	4790	116	125
P09639074A0707	Sp1	6667	-1	2
P09639558A0957	C1q	712	21	24
P09640162A0242	growth hormone	2688	81	95
P09640162A0242	growth hormone	2688	49	63
P09641167A1359	LDLr	3949	60	64
P09641167A1359	TNF alpha	7124	11	20
P09641167A1359	TGF beta	7040	22	30
P09641167A1359	IL-1beta	3553	41	49
P09642276A0881	Fak	5747	15	18
P09642276A0881	Fak	5747	147	150
P09645961A1158	nTPH	121278	128	132
P09647240A0000	p53	7157	16	19
P09647240A0000	p53	7157	202	205
P09649265A1575	PSA	9520	262	265
P09649315A0943	MIP-1 beta	6351	93	103
P09649437A1140	GATA-1	2623	105	111
P09649438A0182	Tat	6898	155	158
P09649438A0182	CDK9	1025	71	75
P09649438A0182	Tat	6898	170	173
P09649501A0358	heat shock factor binding protein 1	3281	131	166
P09649501A0358	HSBP1	3281	168	173
P09649501A0358	HSF1	3297	298	302
P09649501A0358	HSF1	3297	43	47
P09649537A0000	GCN2	851877	47	51
P09649537A0000	yGCN2	851877	71	76
P09650299A0000	VirD2	6382149	-1	4
P09650403A0868	DHEAS	6822	3	8
P09651321A0000	Cystatin A	1475	-1	9
P09651367T0000	RalGDS	5900	10	16
P09651375T0000	RGS12	6002	32	37
P09651375T0000	PSD-95/Dlg/ZO-1	1742	95	110
P09651383A0967	HNF-4	3172	78	83
P09651383A0967	apoCII	344	257	263
P09651383A0967	HNF-4	3172	122	127
P09651383A0967	HNF-4	3172	220	225
P09651383A0967	HNF-4	3172	25	30
P09651383A0967	apoCII	344	153	159
P09652736A1205	E2F-1	1869	194	199
P09652736A1205	p300	2033	86	90
P09652736A1205	p53	7157	54	57
P09652736A1205	E2F-1	1869	25	30
P09652737A1244	Fos	2353;8061;2355	48	51
P09652737A1244	Fra-2	2355	96	101
P09652737A1244	AP-1	2353	217	221
P09652737A1244	Fra-1	8061	86	91
P09653648A0445	ZNF189	7743	55	61
P09655248A0000	LRP-2	4036	17	22
P09655248A0000	low-density lipoprotein receptor	3949	46	78
P09655248A0000	gp330	4036	3	8
P09655248A0000	Megalin	4036	9	16
P09658122T0000	alpha-SNAP	8775	55	65
P09658403A1207	CAT	847	110	113
P09658403A1207	Rap	4043	11	14
P09658405A0000	Dax-1	190	3	8
P09660823A0934	Akt	207	56	59
P09660836A0983	MEK	5609	175	178
P09660836A0983	MEK	5609	55	58
P09660838A0920	HSF1	3297	104	108
P09661676T0000	IL-5	3567	41	45
P09662339A0744	AP-1	3726	78	82
P09662339A0744	CD44	960	135	139
P09666103A0496	E225K	3093	107	112
P09666114A0389	Sp1	6667	158	161
P09666114A0389	c-met	4233	64	69
P09668063A0274	Ets2	23872	135	139
P09668098A0868	FGF-BP	9982	21	27
P09669641A0425	PE-1	2117	32	36
P09670034A0340	Rad17p	5884	96	102
P09671496A0557	c-Cbl	12402	31	36
P09671496A0557	c-Cbl	12402	106	111
P09671496A0557	c-Cbl	12402	119	124
P09676419A0158	immunoglobulin E	3497	261	277
P09676419A0158	IgE	3497	279	282
P09676419A0158	IgE	3497	312	315
P09677330A0584	PDE4A	5141	3	8
P09677410A1059	p53	7157	233	236
P09677410A1059	p53	7157	43	46
P09678579A0768	AtCP1	829841	42	47
P09681822A0520	c-erbB3	2065	9	16
P09685226A0000	cAMP	820	61	65
P09685226A0000	parathyroid hormone-related protein	5744	116	151
P09685226A0000	PTHrP	5744	153	158
P09685346A0419	prolactin	5617	112	121
P09685346A0419	Pitx2	5308	18	23
P09685346A0419	Pit-1	5449	57	62
P09686344T0000	ornithine transcarbamylase	5009	41	67
P09686603A0124	TCR beta	6957	169	177
P09687498A1173	TRalpha	6955	114	121
P09687511A1091	FUS	233908	17	20
P09687511A1091	ABL	11350	39	42
P09687511A1091	G-CSF	12985	161	166
P09688264A1029	spi 2.3	24794	45	52
P09689919A1192	PEDF	281386	16	20
P09689919A1192	PEDF	281386	80	84
P09691031A1050	myosin	79784	77	83
P09693035T0000	UNC-51	180311	54	60
P09694514A0000	C3a anaphylatoxin receptor	719	14	40
P09694514A0000	C3aR	719	42	46
P09694514A0000	C3a	718	136	139
P09694599A1355	IL-1alpha	3552	38	47
P09694599A1355	IL-1beta	3553	52	60
P09694725A0500	IL-1beta	3553	173	181
P09694869A0932	Stat3	6774	113	118
P09694869A0932	p21	644914	81	84
P09694869A0932	p21	644914	158	161
P09694869A0932	STAT	6774	228	232
P09694869A0932	Stat3	6774	200	205
P09694869A0932	STATs	6774	50	55
P09698457A0778	Cux	13047	34	37
P09704569T0000	TR2	7181	59	62
P09704857T0000	CD4	920	34	37
P09704927A0479	E2F-6	1876	-1	4
P09704927A0479	E2Fs 1-5	1869;1870;1871;1874;1875	38	46
P09705324A0213	DNase I	25633	-1	6
P09705324A0213	HNF1	24817	106	110
P09705324A0213	CCAAT/enhancer-binding protein	25301	119	149
P09705324A0213	C/EBP	25301	151	156
P09705324A0213	hepatocyte nuclear factor-1	24817	77	104
P09705324A1602	C/EBP	25301	388	393
P09705324A1602	HNF1	24817	66	70
P09705324A1602	AR	79122	427	429
P09705324A1602	C/EBP	25301	225	230
P09705324A1602	AR	79122	283	285
P09705324A1602	OCT-1	24904	378	383
P09705324A1602	OCT-1	24904	215	220
P09705324A1602	C/EBP	25301	75	80
P09705497A0227	mms2	852793	106	110
P09705497A0227	MMS2	852793	9	13
P09708450A0648	G-CSF	1440	153	158
P09710582A0535	MEK	5609	112	115
P09710582A0535	MEK	5609	122	125
P09710582A0535	AP-1	3726	20	24
P09710582A0535	AP-1	3726	173	177
P09710591A0981	c-fos	2353	34	39
P09710599A0310	ets-2	2114	20	25
P09710599A0310	CSF-1	1435	32	37
P09710599A0310	ets-2	2114	88	93
P09710599A0310	ets-2	2114	153	158
P09710599T0000	ets-2	2114	74	79
P09710599T0000	p42	2038	58	61
P09710599T0000	p44	10561	66	69
P09710599T0000	c-fms	1436	139	144
P09710599T0000	colony-stimulating factor 1	1435	111	138
P09710614T0000	CD2	914	48	51
P09710615T0000	Vam3p	854273	35	40
P09710615T0000	syntaxin	855844	44	52
P09710615T0000	Vam7p	852660	-1	4
P09710641A0000	alphaB-, alphaA-, delta1-, and zeta-crystallin	1410	173	219
P09710641A0000	Pax-6	5080	40	45
P09712037A0470	Fyn	2534	161	164
P09712037A0470	Fyn	2534	52	55
P09712037A0470	Tctex-1	6993	-1	6
P09712297T0000	prothrombin	2147	3	14
P09712644T0000	GluR2	2891	33	38
P09712898A0911	RIP	8737	94	97
P09712898A0911	p38	1432	30	33
P09712898A0911	SAPK	5601	21	25
P09712898A0911	TRAF2	7186	5	10
P09712898T0000	JNK	5599	98	101
P09712898T0000	p38	1432	107	110
P09712898T0000	Tumor necrosis factor	7124	-1	20
P09712915A0672	Sp1	6667	127	130
P09712915A0672	Sp3	6670	132	135
P09712919A0307	CREB	1385	111	115
P09713990T0000	TP53	7157	105	109
P09713990T0000	TP53	7157	20	24
P09713996A0262	MDR1	5243	17	21
P09713996T0000	P-glycoprotein	5243	121	135
P09713996T0000	MDR1	5243	116	120
P09714835A0345	CPD	532189	38	41
P09714835A0345	carboxypeptidase D	532189	18	36
P09715278A1526	FGF4	2249	106	110
P09716179A0974	p21Cip1	1026	133	140
P09716179A0974	cdc2	983	182	186
P09716179A0974	cdk2	1017	191	195
P09716179A0974	p27Kip1	1027	150	157
P09716179A0974	WAF1	1026	141	145
P09716183A1036	ERK	5594	145	148
P09716183A1036	TBP	6908	179	182
P09716183A1036	TBP	6908	-1	2
P09716183A1036	ERK2	5594	98	102
P09717835A0941	xIRS-u	399388	36	42
P09722161A3065	Igf2	3481	71	75
P09722161A3065	Mpr	10857	76	79
P09722508A0953	Galpha11	2767	33	41
P09723896A0000	RXR	6256	211	214
P09724654A0761	Mcm	4594	95	98
P09724654A1120	Dbf4	10926	42	46
P09724654A1120	Cdc7	8317	47	51
P09726987T0000	GCN5	2648	20	24
P09726987T0000	TAFII31	6880	12	19
P09726987T0000	SPT3	8464	7	11
P09726988A0275	CPT I	1375	39	44
P09726991T0000	Mac1	855035	79	83
P09727046A0000	DNA-binding protein	284390	30	49
P09727046A0784	HS2	6710	20	23
P09727046A0784	TAL1	6886	99	103
P09727046A0784	CBF1	3516	3	7
P09727046A0784	NF-E2	4778	88	93
P09727046A0784	GATA-1	2623	80	86
P09729481A0000	Sp1	24790	151	154
P09729481A1177	Sp1	31913	122	125
P09729481A1177	Sp1	31913	22	25
P09731704A0000	ERalpha	2099	79	86
P09731704A0000	estrogen receptor-alpha	2099	54	77
P09731704A1472	ERalpha	2099	75	82
P09733794A1323	Bcl-x	598	66	71
P09733794A1323	Bcl-2	596	42	47
P09733794A1323	Bcl-2	596	33	38
P09733794A1323	Bax	581	73	76
P09735286A0599	Mu B	5412	81	85
P09735366A1180	Epc1	13831	83	87
P09735366A1180	E(Pc)	21412	69	74
P09735366A1180	EPL1	850520	118	122
P09736697A0783	JNK1	5599	108	112
P09736697A0783	Stat3	6774	124	129
P09736697A0783	ERKs	5594	67	71
P09736697A0783	MEK1	5604	35	39
P09736697A0783	ERK2	5594	94	98
P09736697A1107	STAT	6774	240	244
P09736697A1107	IL-6	3569	23	27
P09736697A1107	Stat3	6774	42	47
P09736697A1107	Stat3	6774	162	167
P09736697A1107	Jak2	3717	206	210
P09736697A1107	Stat3	6774	223	228
P09736697A1107	Jak	3716;3717	236	239
P09736697A1107	Jak1	3716	197	201
P09736715A0729	ILK	3611	93	96
P09736715A0729	Pi(3)K	5291	165	171
P09736715A0729	ILK	3611	182	185
P09736770A0351	Sp3	6670	135	138
P09736770A0351	Sp1	6667	128	131
P09738010A0305	insulin	3630	36	43
P09738010A0305	insulin	3630	65	72
P09743233A0526	AP-1	3726	22	26
P09744095A1016	CAB	56654	270	273
P09747873T0000	BCR-ABL	25	55	62
P09747873T0000	GRB10	2887	34	39
P09748286A0000	LIFR	3977	99	103
P09748286A0000	leukemia inhibitory factor receptor	3977	62	97
P09751061A0000	Pit-1	5449	58	63
P09751114A0967	MyoD	4654	20	24
P09751114A1987	MyoD	4654	81	85
P09751166A1460	Sp1	6667	50	53
P09753241A0524	myeloperoxidase	4353	80	95
P09753241A0524	MPO	4353	106	109
P09753775A0734	Cdc2	983	87	91
P09754571A0169	RAG1	5896	106	110
P09754571A1257	hBRAG	51363	3	8
P09755191A0553	chc1-5	1104	99	105
P09755191A0553	CHC1	1104	167	171
P09759865A0673	IkappaB-alpha	4792	226	239
P09759865A0673	p65	5970	94	97
P09759865A0673	TNF-alpha	7124	27	36
P09759865A0673	IL-1beta	3553	282	290
P09759865A0673	PDGF-Ralpha	5156	303	314
P09759865A0673	IL-1beta	3553	14	22
P09759865A0673	p50	4790	86	89
P09759865A0673	Rel	5966	73	76
P09760243A0970	HNF-4	3172	30	35
P09760243A0970	apoCIII	345	100	107
P09760243A0970	ATF-2	1386	20	25
P09761791A0489	U1-70K	6625	18	24
P09763421A1199	Fab1p	200576	35	40
P09763446A1234	GEF	9181	3	6
P09763446A1234	Ypt1p	5861	30	35
P09763470A0000	Dopamine beta-hydroxylase	1621	-1	24
P09763470A0000	DBH	1621	26	29
P09763470A1756	Phox2a	401	54	60
P09763470A1756	CREB	1385	137	141
P09763470A1756	DBH	1621	194	197
P09763470A1756	Sp1	6667	152	155
P09763470A1756	AP2	7020	143	146
P09763522A2545	TNF-alpha	7124	67	76
P09763522A2545	N-SMase	6610	34	41
P09763607A0521	JNK	5599	75	78
P09765271A1108	phosphoenolpyruvate carboxykinase, tyrosine aminotransferase, and insulin-like growth factor-binding protein 1	3484	163	273
P09765277A0000	Glut 3	20527	54	60
P09765277A0000	glucose transporter isoform 3	20527	23	52
P09765394A1590	CAT	847	148	151
P09767593A0130	p130Cas	9564	133	140
P09769910A1700	TNF	7124	57	60
P09770378A0641	EGFR	1956	-1	3
P09770493A0499	PP2A	5524	2	6
P09771967A1052	LB1	26586	12	15
P09773981A0415b	Stat5	6776	77	82
P09773981A0415b	Stat5	6776	58	63
P09773981A0415b	glucocorticoid receptor	2908	13	36
P09774444A0351	UKLF	8609	32	36
P09774484T0000	glutathione peroxidase-1	2876	78	102
P09774662A0958	E2F1	1869	58	62
P09776293A0777	per 1	5187	103	108
P09776360A0620	AP-1	3726	63	67
P09776360A1781	NF-kappaB	4790	-1	8
P09778191A0000	CBF	362686	57	60
P09778191A0000	rCBF	362686	62	66
P09780002A0996	E2F-1	1869	116	121
P09780002A0996	E2FBP1	1820	8	14
P09780228A0613	FAS	355	114	117
P09780336A0771	Msy2	53422	11	15
P09784063A0621	ORF5/deltaX	51503	81	92
P09784192A1027	MBP	4155	19	22
P09784245T0000	MyBP-C	4607	33	39
P09786926A0095	FAS	50671	155	158
P09786926A0095	fatty-acid synthase	50671	40	59
P09786926A0095	fatty-acid synthase	50671	134	153
P09786926A1372	SREBP1	6720	88	94
P09786926A1372	ADD1	118	83	87
P09786926A1372	SREBP2	6721	55	61
P09786932A1042	IRF-3	3661	45	50
P09786932A1042	IRF-7	3665	92	97
P09786932A1042	IRF-7	3665	5	10
P09786932A1042	IFNA	3438	146	150
P09786932A1042	IRF-7	3665	166	171
P09786932A1042	IFNA	3438	215	219
P09787323A0000	IL-6	3569	32	36
P09787323A0000	interleukin-6	3569	17	30
P09788739A1096	CKII	1457	-1	3
P09788739A1096	CD44	960	9	13
P09789025A0149	RhoA	387	70	74
P09789025A0149	SRF	6722	58	61
P09789025A0149	Galpha12	2768	8	16
P09789025A0149	Galphaq	2776	-1	6
P09789025A0149	Galpha13	10672	22	30
P09790499A0545	hBub1	699	36	41
P09790768A0621	Htra2-beta3	27429	-1	10
P09790771A0956	Gng3lg	26580	-1	5
P09790771A1032	Gng3	2785	57	61
P09790771A1032	Gng3lg	26580	66	72
P09790986A0689	NRAMP2	4891	141	147
P09792439T0000	hnRNP	3183	90	95
P09792439T0000	apolipoprotein B	338	17	33
P09792627A0441	NF-kappaB	4790	21	30
P09792627A0441	SRC-1	6714	-1	4
P09792702A0754	JNK1	5599	92	96
P09792702A0754	JNK1	5599	43	47
P09792702A0754	HSP70	3308	119	124
P09792714A1408	AF-1	1946	156	160
P09792714A1408	AF-1	1946	18	22
P09794414T0000	DRA	1811	51	54
P09794795A0183	gp130	3572	161	166
P09794795A0183	STAT3	6774	276	281
P09794795A0183	STAT1	6772	286	291
P09794795A0183	SHP2	5781	367	371
P09795170A0774	TGA	6899	64	67
P09795213A0129	EWS	2130	313	316
P09795213A0129	hTAFII68	8148	217	225
P09795213A0129	TLS	2521	301	304
P09795213A0129	TATA-binding protein associated factor	129685	63	101
P09795213A0129	FUS	2521	305	308
P09795213A0129	hTAFII68	8148	30	38
P09795213A0129	RBP56	8148	-1	4
P09795213A0129	TAF	129685	103	106
P09795341A0806	TR2	7181	93	96
P09797456A0883	c-myc	4609	119	124
P09797456A0883	AMY-1	26292	-1	4
P09797456A0883	c-myc	4609	56	61
P09799086A0725	HPRT	3251	141	145
P09799237A0624	Srf	6722	22	25
P09799237A0624	SRF	6722	-1	2
P09799362A0507	AZF1	560	77	81
P09799362A1463	Azf1p	854280	18	23
P09799362A1463	Mtf1p	855268	124	129
P09799362A1463	Azf1p	854280	164	169
P09799793T0000	CUTL1	1523	121	126
P09799793T0000	EPO	2056	113	116
P09800187A0100	Trp53	22059	7	12
P09800187A0100	Trp53	22059	249	254
P09800187A0100	TP53	7157	41	45
P09800187A0100	Tk1	7083	63	66
P09802206A1058	TEF	7008	56	59
P09802206A1058	ribosomal protein S7	6201	127	147
P09802206A1058	RPS7	6201	112	116
P09802902A0225	ARNO	9266	29	33
P09802902A0225	ARF6	382	101	105
P09804779A1163	Stat5a	6776	208	214
P09804779A1163	prolactin	5617	79	88
P09804779A1163	Stat5	6776	37	42
P09804836A0000	colony stimulating factor-1	12977	127	154
P09804836A0000	CSF-1	12977	156	161
P09804836A0000	pp37	19201	164	168
P09806546A1270	RFXAP	5994	29	34
P09806546A1270	RFX	5993	67	70
P09806546A1270	RFX5	5993	20	24
P09806826A0244	Vwf	22371	89	92
P09806826A1773	aid	11628	19	22
P09808366A0828	Apa	2028	145	148
P09811730A1396	KCS	6905	85	88
P09811730A1396	KCS	6905	110	113
P09811730T0000	KCS	6905	99	102
P09813041A1122	Jun N-terminal kinase	5599	55	76
P09813041A1122	GH	8836	-1	1
P09813098A0521	Paralemmin	5064	-1	9
P09813259A1097	GBP	54972	120	123
P09815578A1245	CDKN2	1017	42	47
P09817373A0000	nitric oxide synthase	4843	161	182
P09817373A0000	NOS	4843	184	187
P09817601T0000	P450arom	1588	66	74
P09817601T0000	aromatase	1588	55	64
P09819110A0703	CD4	920	-1	2
P09819391A1123	ASAP1	50807	125	130
P09819411A0897	PNR	9038	36	39
P09819414A1103	leptin receptor	3953	65	80
P09819422A0768	Hsp90	3320	47	52
P09819440A0783	RPB5	5434	70	74
P09820205A0000	zona pellucida	341208	3	17
P09820205A0000	ZP	341208	19	21
P09820611T0000	erythropoietin	2056	72	86
P09820621A0067	leptin	3952	130	136
P09822602A0237	CREB-binding protein	1387	231	251
P09822602A0237	p300	2033	258	262
P09822602A0237	CBP	1387	253	256
P09822602A0237	HIF-1alpha	3091	55	65
P09822602A1172	CBP	1387	76	79
P09822602A1172	HIF-1alpha	3091	177	187
P09822652A1118	HCK	3055	23	26
P09822652A1118	Sp1	6667	84	87
P09822825A0141	BAP2	852360	33	37
P09822825A0141	BAP3	851616	61	65
P09823775A1122	HMG I(Y)	3159	35	43
P09824001A1665	vWF	7450	72	75
P09824158A1336	SMRT	9612	83	87
P09824158A1336	BCL-6	604	12	17
P09824158A1336	N-CoR	9611	73	78
P09826434T0000	PDE3A	5139	82	87
P09826778A0943	COUP-TF II	7026	127	137
P09826778A0943	myoD	4654	73	77
P09826778A0943	p300	2033	31	35
P09827878A0091	SOD	6647	60	63
P09827878A0091	superoxide dismutase	6647	38	58
P09829836A0815	LEU2	850342	116	120
P09829843A0819	G-CSF	1440	158	163
P09829843A0819	GM-CSF	1437	143	149
P09832436A0738	PLP-C	100361884	44	49
P09832436A0738	PLP-D	64368	54	59
P09832436A0738	PLP-H	59088	27	32
P09832436A0738	PLP	24943	119	122
P09832436T0000	PRL	24683	86	89
P09832436T0000	prolactin	24683	75	84
P09832436T0000	PRL-like protein H	59088	99	117
P09832504A0596	hCycT1	904	59	65
P09832504A0596	Tat	6898	51	54
P09832505A0903	Oct-1	6580	67	72
P09832518A0615	Cdc68	852665	112	117
P09832518A0615	Cdc68	852665	44	49
P09833740A1112	TNF-alpha	7124	162	171
P09834070A0793	Ca2	760	95	98
P09834070A0793	CD19	930	207	211
P09834070A0793	ERK2	5594	38	42
P09835615A0574	KS1	84911	33	36
P09836881A0441	BCH	1124	12	15
P09837714A1068	pH	5053	38	40
P09837907A0857	IL-4	3565	32	36
P09837907A0857	TNF	7124	15	18
P09837907A0857	caspase-3	836	123	132
P09837907A0857	TNF	7124	75	78
P09837907A0857	AP-1	3725	159	163
P09837913A0419	D2	28503	118	120
P09837913A0419	hD2	28503	122	125
P09837920A0222	c-Jun	3725	128	133
P09837920A0222	JNK	5599	138	141
P09837933T0000	peptidylglycine alpha-amidating monooxygenase	5066	67	112
P09837933T0000	P-CIP1	9182	-1	5
P09837978T0093	JNK/SAPK	5599;5601	80	88
P09838122A0489	MPP3	13384	77	81
P09840928A0884	Dlk	7786	30	33
P09840932A0365	B-Myb	4605	38	43
P09840932A0365	cyclin A	890	81	89
P09840932A0365	Cdk2	1017	90	94
P09840934A0435	RalGDS	5900	147	153
P09840943A0144	cyclin	5111	30	36
P09840943A0144	cyclin E2	9134	38	47
P09843378A0187	dopamine D4 receptor	1815	3	23
P09843412A0130	Abeta	351	43	48
P09843412A0130	Abeta42	351	50	57
P09843572A0944	Wee1	7465	148	152
P09843572A0944	Wee1	7465	108	112
P09843572A0944	Cdr2	1039	51	55
P09843944A0976	UP	7378	151	153
P09844106A0835	Pyk2	2185	-1	3
P09844106A0835	fibronectin	2335	66	77
P09844921A0000	Raf	22882	-1	2
P09846482A0441	p21	644914	74	77
P09848653A0597	Nhp2p	55651	-1	4
P09849961A0387	IRS-1	3667	152	157
P09849961A0387	IRS-1	3667	18	23
P09849965A0000	hPR	5241	133	136
P09849965A0000	progesterone receptor	5241	110	131
P09851700A0000	t-PA	5327	58	62
P09851700A0000	tissue-type plasminogen activator	5327	23	56
P09852005A1287	SAP1	2005	140	144
P09852005A1287	serum response factor	6722	196	217
P09852068A0150b	SHBG	6462	9	13
P09852136A0174	p190	8506	65	69
P09852136A0507	p190	8506	12	16
P09855111A0905	3-hydroxy-3-methylglutaryl coenzyme A (HMG CoA) synthase	3158	259	315
P09856397A0099	FB1	29844	127	130
P09857197A0289	Crm1p	7514	53	58
P09857197A0289	crm1	7514	36	40
P09857197A0289	Yap1p	10413	-1	4
P09857197A0289	Yap1p	10413	117	122
P09858531A1017	c-fos	2353	97	102
P09858531A1017	c-jun	3725	87	92
P09858531A1017	RING1	6015	12	17
P09858571T0000	RER2	852287	9	13
P09858581A0183	prp38	84950	159	164
P09858588A1046	p68	57459	43	46
P09858593A0334	NeuroD1	444022	64	71
P09858593A0334	insulin	378696	101	108
P09858599A0392	NUP98	4928	4	9
P09858599A0392	HOXA9	3205	10	15
P09858599A0392	HOXA9	3205	95	100
P09858619A0356	ZAP-70	7535	64	70
P09858745A1350	catB	1508	34	38
P09860979A0521	Crk	1398	62	65
P09860979A0521	p130	9221	13	17
P09860979A0521	Crk	1398	146	149
P09860979A0521	JNK	5599	91	94
P09862343A0225	IL-4	3565	50	54
P09862343A0225	gp200	5420	16	21
P09862481A0000	Mig1	852848	3	7
P09863624A0629	CRF1	443025	53	57
P09863624A0629	CRF1	1394	215	219
P09864141A0528	Stat3	6774	14	19
P09867253A0229	AP-1	3725	129	133
P09867253A0229	c-Jun	3725	90	95
P09867253A0229	c-Fos	2353	35	40
P09867253A0229	c-Jun	3725	4	9
P09869297A1807	CE2	8824	40	43
P09869297A1807	Hoxb1	3211	67	72
P09869297A1807	CE1	1066	32	35
P09869356A0926	CAL	54751	-1	2
P09869356A0926	CAL	54751	61	64
P09872326A0566	cdc2	983	44	48
P09872832A1262	tumor necrosis factor-alpha	7124	141	168
P09872832A1262	interleukin-6	3569	106	119
P09872832A1262	IL-6	3569	121	125
P09872832A1262	IL-12	3593	134	139
P09872832A1262	interferon gamma (IFN-gamma	3458	186	213
P09872832A1262	TNF-alpha	7124	170	179
P09872832A1262	IL-8	3576	128	132
P09873060A0901	JunD	3727	112	116
P09873060A0901	ERK-1/2	5595;5594	53	60
P09873060A0901	FosB	2354	121	125
P09877417A0704	CCK	885	6	9
P09878542A1151	VDR	7421	87	90
P09880103A0387	MPO	4353	-1	2
P09880327A0322	Uso1p	851501	82	87
P09880512A1251	Bmp2	650	22	26
P09880512A1251	Sp1	6667	86	89
P09880544A0693	btk	695	270	273
P09880544A0693	BTK	374075	45	48
P09880544A0693	btk	374075	94	97
P09880544A0693	BTK	374075	209	212
P09881666A0535	AP-1	2354	65	69
P09881692A0094	b4, b5, b6 and b9	930	48	65
P09882303A1413	TRADD	8717	32	37
P09882303A1413	TRAF2	7186	-1	4
P09882303A1413	TRAF2	7186	97	102
P09882303A1413	JNK	5599	154	157
P09882303A1984	CD40	958	148	152
P09882303A1984	TRADD	8717	36	41
P09882303A1984	JNK	5599	55	58
P09882303A1984	TRAF2	7186	46	51
P09882348A0611	Shc	6464	110	113
P09882451A0195	HEM15	854347	108	113
P09882489A0451	mef2	4205	75	79
P09882499A0231	Pax6	18508	141	145
P09884232A0286	attR	7276	82	86
P09884232A0286	attP	55293	30	34
P09886602A0000	PSA	354	311	314
P09886602A0000	PSA	354	95	98
P09886602A0000	prostate-specific antigen	354	68	93
P09886850A0145	ERK	5594	147	150
P09886850A0145	MEK	5609	143	146
P09886850A0145	PPARgamma	5468	31	40
P09888994A0858	Tbx6	6911	4	8
P09889202T0000	dsRNA adenosine deaminase	103	65	90
P09891046A0269	PKR	5610	27	30
P09891046A0269	PKR	5610	104	107
P09891046A0554	PKR	5313	55	58
P09891046A0554	ribosomal protein L18	6141	13	34
P09891065A1493	rhoA	387	12	16
